87,-0.928497,-1.329116
87.5,0.148939,-1.573073
88,0.898313,-1.37835
88.5,1.041626,-0.901514
89,0.548769,-0.312462
89.5,-0.321407,0.251065
90,-1.128735,0.709483
90.5,-1.48461,1.038319
91,-1.219413,1.198172
91.5,-0.390022,1.126262
92,0.754438,0.742044
92.5,1.870713,0.011355
93,2.669116,-0.971404
93.5,2.996099,-1.967831
94,2.866115,-2.623746
94.5,2.408277,-2.668644
95,1.774487,-2.091248
95.5,1.103236,-1.16958
96,0.492879,-0.362967
96.5,0.01245,-0.112997
97,-0.27536,-0.662168
97.5,-0.32597,-2.009151
98,-0.158739,-3.880841
98.5,0.086574,-5.815584
99,0.23556,-7.340872
99.5,0.222202,-8.115679
100,0.15463,-8.057941
100.5,0.307753,-7.258575
101,0.951898,-5.916028
101.5,2.184327,-4.292181
102,3.830226,-2.630091
102.5,5.446508,-1.138607
103,6.520794,0.034121
103.5,6.746704,0.837649
104,6.132881,1.297522
104.5,4.955871,1.523857
105,3.606931,1.653986
105.5,2.410908,1.812308
106,1.513176,2.05223
106.5,0.875256,2.302681
107,0.352596,2.441751
107.5,-0.220533,2.358877
108,-0.921939,1.989098
108.5,-1.659645,1.375672
109,-2.235157,0.702901
109.5,-2.455381,0.280733
110,-2.263794,0.410471
110.5,-1.802373,1.158182
111,-1.312564,2.235079
111.5,-1.053293,3.107782
112,-1.212023,3.301769
112.5,-1.801116,2.684752
113,-2.685115,1.492778
113.5,-3.634144,0.157934
114,-4.45866,-0.927869
114.5,-5.051325,-1.590252
115,-5.313563,-1.862814
115.5,-5.156031,-1.894098
116,-4.490218,-1.806887
116.5,-3.256014,-1.620705
117,-1.554213,-1.302197
117.5,0.376478,-0.813238
118,2.195847,-0.188371
118.5,3.570987,0.449976
119,4.340177,0.963206
119.5,4.573326,1.251683
120,4.564096,1.299279
120.5,4.630291,1.250479
121,4.931293,1.343914
121.5,5.439568,1.800716
122,5.997231,2.614759
122.5,6.465025,3.497404
123,6.847597,4.008325
123.5,7.209074,3.783882
124,7.591328,2.778361
124.5,7.976007,1.313429
125,8.292083,-0.099533
125.5,8.452878,-1.033908
126,8.382276,-1.370013
126.5,8.029971,-1.272347
127,7.352098,-1.049905
127.5,6.313628,-0.993139
128,4.96721,-1.229078
128.5,3.436275,-1.700233
129,1.843553,-2.24873
129.5,0.292463,-2.709002
130,-1.079204,-3.044443
130.5,-2.033926,-3.310642
131,-2.350772,-3.61341
131.5,-1.992504,-4.061996
132,-1.103857,-4.673361
132.5,0.034805,-5.357291
133,1.116133,-5.921051
133.5,1.860893,-6.186233
134,2.036607,-6.078046
134.5,1.564906,-5.601759
135,0.602485,-4.838573
135.5,-0.481142,-3.893982
136,-1.265653,-2.783534
136.5,-1.52108,-1.454416
137,-1.330525,0.096677
137.5,-1.022954,1.691355
138,-0.938706,2.986053
138.5,-1.179815,3.672293
139,-1.557682,3.633108
139.5,-1.720064,2.994967
140,-1.360623,2.053162
140.5,-0.394334,1.100641
141,0.980829,0.315882
141.5,2.363795,-0.295911
142,3.352652,-0.854953
142.5,3.719923,-1.496993
143,3.424856,-2.280666
143.5,2.607405,-3.127229
144,1.519233,-3.863556
144.5,0.415319,-4.295897
145,-0.51816,-4.275367
145.5,-1.246813,-3.837226
146,-1.807019,-3.203297
146.5,-2.176973,-2.663236
147,-2.294791,-2.387653
147.5,-2.116477,-2.363852
148,-1.693853,-2.465592
148.5,-1.221052,-2.533932
149,-0.947767,-2.476211
149.5,-1.081755,-2.296368
150,-1.670436,-2.056708
150.5,-2.574373,-1.820073
151,-3.529315,-1.613889
151.5,-4.205895,-1.411969
152,-4.356303,-1.127415
152.5,-3.924979,-0.635772
153,-3.052952,0.156874
153.5,-2.00975,1.232435
154,-1.045362,2.43343
154.5,-0.29455,3.482243
155,0.226856,4.104208
155.5,0.585646,4.187378
156,0.83742,3.808949
156.5,0.966436,3.175607
157,0.929936,2.502746
157.5,0.755435,1.879665
158,0.571445,1.313648
158.5,0.535851,0.764844
159,0.752116,0.25457
159.5,1.214446,-0.0469
160,1.77676,0.055967
160.5,2.19791,0.633197
161,2.181657,1.532547
161.5,1.527954,2.452209
162,0.287623,3.110204
162.5,-1.246402,3.380339
163,-2.642224,3.322812
163.5,-3.502552,3.087579
164,-3.652176,2.724901
164.5,-3.204407,2.125634
165,-2.494639,1.086074
165.5,-1.850149,-0.537207
166,-1.392698,-2.667028
166.5,-1.035847,-4.996992
167,-0.620726,-7.062221
167.5,-0.088593,-8.4298
168,0.518161,-8.896119
168.5,1.132609,-8.534182
169,1.671973,-7.664485
169.5,2.090735,-6.680097
170,2.396059,-5.874393
170.5,2.616971,-5.334146
171,2.766814,-4.957427
171.5,2.846127,-4.609066
172,2.86803,-4.24078
172.5,2.872758,-3.873284
173,2.934007,-3.529617
173.5,3.145467,-3.149344
174,3.539942,-2.626816
174.5,4.036339,-1.903601
175,4.480764,-0.992125
175.5,4.690217,0.029045
176,4.537101,1.097125
176.5,4.01031,2.146733
177,3.2154,3.025016
177.5,2.323609,3.499822
178,1.5361,3.349807
178.5,1.054418,2.515458
179,0.991028,1.155598
179.5,1.258264,-0.375251
180,1.583935,-1.657622
180.5,1.679555,-2.470104
181,1.386573,-2.933578
181.5,0.71714,-3.366838
182,-0.242433,-4.04991
182.5,-1.367878,-5.057668
183,-2.509427,-6.207175
183.5,-3.517742,-7.215224
184,-4.280897,-7.85327
184.5,-4.783896,-8.059088
185,-5.103061,-7.930096
185.5,-5.311248,-7.553944
186,-5.438651,-6.921269
186.5,-5.453341,-5.927011
187,-5.282516,-4.452746
187.5,-4.878633,-2.451337
188,-4.228476,-0.037295
188.5,-3.356479,2.503639
189,-2.317129,4.786767
189.5,-1.132582,6.448884
190,0.142629,7.24686
190.5,1.41569,7.155521
191,2.523443,6.385426
191.5,3.313793,5.331324
192,3.784687,4.377861
192.5,4.091781,3.701172
193,4.434663,3.224113
193.5,4.899092,2.739633
194,5.412406,2.081953
194.5,5.801973,1.293614
195,5.926998,0.603255
195.5,5.734928,0.212991
196,5.23838,0.152847
196.5,4.456907,0.211377
197,3.465816,0.066364
197.5,2.372551,-0.530276
198,1.284144,-1.608557
198.5,0.32708,-2.908607
199,-0.428063,-4.009873
199.5,-1.01301,-4.547699
200,-1.546273,-4.404346
200.5,-2.139917,-3.763556
201,-2.808775,-2.995039
201.5,-3.434679,-2.462514
202,-3.810293,-2.3724
202.5,-3.7195,-2.661805
203,-3.067102,-3.050061
203.5,-1.887184,-3.22753
204,-0.360228,-3.084534
204.5,1.249124,-2.746148
205,2.738027,-2.323545
205.5,4.010783,-1.783655
206,5.027264,-1.005581
206.5,5.75815,0.088933
207,6.119319,1.418332
207.5,6.044271,2.772531
208,5.544148,3.845106
208.5,4.76548,4.324656
209,3.976757,3.988144
209.5,3.461577,2.826874
210,3.44121,1.125042
210.5,3.948188,-0.663143
211,4.749817,-2.125475
211.5,5.379473,-2.999449
212,5.260717,-3.267147
212.5,4.024966,-3.119771
213,1.752368,-2.819673
213.5,-1.04209,-2.578529
214,-3.627693,-2.440767
214.5,-5.37721,-2.310861
215,-5.993304,-2.07832
215.5,-5.537539,-1.740362
216,-4.342745,-1.466302
216.5,-2.839736,-1.473881
217,-1.402378,-1.874749
217.5,-0.2651,-2.674234
218,0.550523,-3.71455
218.5,1.180129,-4.707863
219,1.777087,-5.350646
219.5,2.414937,-5.461357
220,3.025949,-5.008819
220.5,3.490621,-4.008574
221,3.763626,-2.506054
221.5,3.909419,-0.604709
222,4.079544,1.523638
222.5,4.343649,3.618566
223,4.669544,5.379842
223.5,4.890049,6.552692
224,4.836897,6.938668
224.5,4.493176,6.478756
225,3.966957,5.280939
225.5,3.375156,3.598414
226,2.776175,1.783015
226.5,2.129967,0.209805
227,1.402083,-0.799402
227.5,0.645941,-1.089181
228,-0.009691,-0.728192
228.5,-0.418371,0.04892
229,-0.522351,0.933221
229.5,-0.341926,1.644036
230,0.043532,2.04093
230.5,0.453497,2.096841
231,0.703948,1.846718
231.5,0.649898,1.284322
232,0.245666,0.331081
232.5,-0.407499,-1.037924
233,-1.112297,-2.7062
233.5,-1.652793,-4.347345
234,-1.9219,-5.568462
234.5,-1.95719,-6.098796
235,-1.892951,-5.889809
235.5,-1.848125,-5.096653
236,-1.774515,-3.936547
236.5,-1.485379,-2.596392
237,-0.80263,-1.223349
237.5,0.329024,0.08392
238,1.724581,1.241349
238.5,3.022167,2.173547
239,3.894393,2.791281
239.5,4.200797,2.965013
240,4.052126,2.638456
240.5,3.715157,1.897447
241,3.475178,0.964391
241.5,3.502904,0.191768
242,3.805956,-0.119282
242.5,4.285562,0.099795
243,4.814833,0.682105
243.5,5.274606,1.299361
244,5.576931,1.634145
244.5,5.652467,1.498074
245,5.513871,0.88634
245.5,5.240366,-0.053773
246,4.865603,-1.156623
246.5,4.375809,-2.327885
247,3.730562,-3.527538
247.5,2.909173,-4.706672
248,1.952012,-5.77174
248.5,0.933868,-6.569415
249,-0.04417,-6.89677
249.5,-0.882412,-6.57158
250,-1.522182,-5.524546
250.5,-1.936167,-3.835773
251,-2.160605,-1.768877
251.5,-2.249398,0.265861
252,-2.227401,1.879802
252.5,-2.086817,2.853116
253,-1.831301,3.161441
253.5,-1.548033,2.912542
254,-1.428532,2.263578
254.5,-1.627506,1.396963
255,-2.166197,0.474261
255.5,-2.883837,-0.385356
256,-3.486117,-1.06734
256.5,-3.68494,-1.460286
257,-3.30524,-1.418198
257.5,-2.398879,-0.856262
258,-1.199781,0.147377
258.5,0.000027,1.364399
259,0.94756,2.442215
259.5,1.508462,3.010667
260,1.654811,2.84484
260.5,1.419937,1.941419
261,0.898612,0.481397
261.5,0.274538,-1.252392
262,-0.208804,-2.960902
262.5,-0.348827,-4.382727
263,-0.095692,-5.374409
263.5,0.443715,-5.88744
264,1.060743,-5.923769
264.5,1.537639,-5.488253
265,1.732962,-4.589025
265.5,1.589843,-3.289078
266,1.115927,-1.746257
266.5,0.398555,-0.180693
267,-0.448323,1.171312
267.5,-1.30102,2.149722
268,-2.06248,2.731046
268.5,-2.655298,3.016669
269,-3.028579,3.183349
269.5,-3.195608,3.371277
270,-3.190698,3.606963
270.5,-3.06057,3.745491
271,-2.856744,3.572881
271.5,-2.571847,2.996839
272,-2.174285,2.110689
272.5,-1.618316,1.131194
273,-0.878386,0.286935
273.5,0.008143,-0.303472
274,0.993456,-0.640528
274.5,2.048898,-0.819543
275,3.14555,-0.979383
275.5,4.208879,-1.209539
276,5.087946,-1.467023
276.5,5.597085,-1.558326
277,5.586486,-1.292739
277.5,4.984016,-0.664706
278,3.853776,0.139483
278.5,2.422445,0.861193
279,1.076598,1.302749
279.5,0.189272,1.36706
280,-0.045507,1.061833
280.5,0.306749,0.551681
281,0.94481,0.0747
281.5,1.451684,-0.201112
282,1.472166,-0.215523
282.5,0.869943,-0.013245
283,-0.17576,0.341552
283.5,-1.277844,0.80605
284,-2.03487,1.340548
284.5,-2.173156,1.911829
285,-1.6803,2.482247
285.5,-0.782062,3.025433
286,0.208235,3.518059
286.5,1.033144,3.903309
287,1.575879,4.107944
287.5,1.803909,4.064396
288,1.734127,3.725441
288.5,1.443111,3.077016
289,1.056319,2.117223
289.5,0.752933,0.915875
290,0.736145,-0.351902
290.5,1.16593,-1.449599
291,2.061996,-2.122046
291.5,3.209692,-2.235531
292,4.224232,-1.775226
292.5,4.750826,-0.825379
293,4.59959,0.404216
293.5,3.84401,1.626556
294,2.776731,2.525631
294.5,1.739492,2.839478
295,1.0175,2.497384
295.5,0.749551,1.599877
296,0.880774,0.354015
296.5,1.210871,-1.015853
297,1.473174,-2.342686
297.5,1.44869,-3.498898
298,0.97961,-4.37977
298.5,0.014426,-4.839861
299,-1.320575,-4.694471
299.5,-2.764063,-3.848823
300,-4.018021,-2.377846
300.5,-4.890755,-0.546648
301,-5.326637,1.294385
301.5,-5.359974,2.815997
302,-5.060892,3.775769
302.5,-4.426853,4.098387
303,-3.449291,3.886021
303.5,-2.211053,3.350105
304,-0.903181,2.746111
304.5,0.193615,2.242187
305,0.815227,1.862849
305.5,0.872621,1.535097
306,0.467629,1.176365
306.5,-0.135235,0.837984
307,-0.635457,0.709053
307.5,-0.814849,1.00495
308,-0.590192,1.856748
308.5,-0.034112,3.163489
309,0.64896,4.630856
309.5,1.197022,5.904038
310,1.370847,6.681643
310.5,1.097927,6.79779
311,0.452303,6.21024
311.5,-0.413262,5.027546
312,-1.367125,3.517592
312.5,-2.383595,2.029659
313,-3.488129,0.8999
313.5,-4.659299,0.342364
314,-5.786184,0.378671
314.5,-6.687288,0.879327
315,-7.189961,1.618817
315.5,-7.247182,2.34324
316,-6.98128,2.826106
316.5,-6.642607,2.894095
317,-6.431598,2.52219
317.5,-6.401959,1.857881
318,-6.461569,1.142995
318.5,-6.424353,0.627968
319,-6.168076,0.44624
319.5,-5.689683,0.578504
320,-5.111917,0.91215
320.5,-4.602417,1.328072
321,-4.251236,1.756001
321.5,-4.004296,2.197263
322,-3.726433,2.726244
322.5,-3.303891,3.459057
323,-2.739902,4.496191
323.5,-2.131425,5.851531
324,-1.590013,7.368879
324.5,-1.163537,8.731068
325,-0.792901,9.592135
325.5,-0.364391,9.707709
326,0.227865,9.002501
326.5,0.997786,7.555336
327,1.82208,5.542608
327.5,2.475878,3.213834
328,2.713162,0.827032
328.5,2.403022,-1.398256
329,1.626144,-3.281871
329.5,0.65834,-4.690864
330,-0.097964,-5.531298
330.5,-0.288352,-5.743545
331,0.233598,-5.348054
331.5,1.326329,-4.473814
332,2.562041,-3.350236
332.5,3.428503,-2.239712
333,3.612597,-1.365777
333.5,3.145334,-0.882909
334,2.357909,-0.857219
334.5,1.62637,-1.288388
335,1.195,-2.080281
335.5,1.136451,-3.011702
336,1.350925,-3.804843
336.5,1.681985,-4.184074
337,2.025515,-4.04604
337.5,2.346616,-3.500179
338,2.62008,-2.728688
338.5,2.777544,-1.839251
339,2.758921,-0.838304
339.5,2.516128,0.3011
340,2.012204,1.529646
340.5,1.286894,2.70224
341,0.463616,3.616329
341.5,-0.328707,4.125387
342,-1.022704,4.206826
342.5,-1.622438,3.949041
343,-2.121652,3.507324
343.5,-2.475666,3.054655
344,-2.594424,2.689587
344.5,-2.327815,2.387265
345,-1.552107,2.030622
345.5,-0.288787,1.523102
346,1.236104,0.902363
346.5,2.582804,0.29823
347,3.320406,-0.179123
347.5,3.240427,-0.51302
348,2.401342,-0.808912
348.5,1.082358,-1.196573
349,-0.346507,-1.733001
349.5,-1.524151,-2.297478
350,-2.206748,-2.622035
350.5,-2.34515,-2.453568
351,-2.083139,-1.69798
351.5,-1.66171,-0.52344
352,-1.263556,0.751394
352.5,-0.910227,1.84118
353,-0.537288,2.627073
353.5,-0.074054,3.224493
354,0.498285,3.90788
354.5,1.158018,4.945292
355,1.885666,6.405265
355.5,2.671999,8.057047
356,3.512345,9.473531
356.5,4.383692,10.220663
357,5.195988,10.055468
357.5,5.809305,9.046673
358,6.090327,7.519627
358.5,5.951265,5.916651
359,5.381382,4.633575
359.5,4.428956,3.835603
360,3.194293,3.423131
360.5,1.861891,3.149849
361,0.672839,2.770819
361.5,-0.128745,2.188599
362,-0.450647,1.450722
362.5,-0.42112,0.694195
363,-0.313793,0.055013
363.5,-0.431757,-0.422257
364,-0.960164,-0.767588
364.5,-1.902967,-1.055327
365,-3.073329,-1.336921
365.5,-4.164567,-1.568697
366,-4.922068,-1.665465
366.5,-5.259173,-1.563348
367,-5.272456,-1.321178
367.5,-5.124388,-1.104779
368,-4.857784,-1.07542
368.5,-4.371934,-1.238656
369,-3.497097,-1.385252
369.5,-2.110219,-1.238758
370,-0.302303,-0.651039
370.5,1.597029,0.352928
371,3.159055,1.606857
371.5,4.064882,2.897367
372,4.19737,4.093501
372.5,3.609887,5.186153
373,2.544122,6.201813
373.5,1.322062,7.083644
374,0.18841,7.686521
374.5,-0.77924,7.869681
375,-1.651825,7.546478
375.5,-2.463734,6.716631
376,-3.099144,5.481589
376.5,-3.337901,4.044181
377,-2.992233,2.671597
377.5,-2.023474,1.559906
378,-0.572425,0.761021
378.5,1.064717,0.244762
379,2.496854,-0.031107
379.5,3.370456,-0.131615
380,3.522576,-0.180066
380.5,3.003686,-0.319309
381,2.021906,-0.600128
381.5,0.794524,-0.990166
382,-0.500929,-1.403031
382.5,-1.739659,-1.749712
383,-2.809543,-1.986769
383.5,-3.558762,-2.085624
384,-3.82918,-2.044371
384.5,-3.495465,-1.863414
385,-2.524184,-1.507436
385.5,-1.049951,-0.949904
386,0.627092,-0.198491
386.5,2.121868,0.717356
387,3.06934,1.734647
387.5,3.316231,2.771523
388,3.001162,3.713909
388.5,2.51305,4.405617
389,2.346168,4.725606
389.5,2.817841,4.66651
390,3.903287,4.330815
390.5,5.269086,3.864524
391,6.467191,3.355028
391.5,7.137516,2.822097
392,7.107442,2.262757
392.5,6.389919,1.771509
393,5.143978,1.526082
393.5,3.603523,1.661956
394,2.016124,2.179841
394.5,0.567503,2.915055
395,-0.655626,3.633772
395.5,-1.635499,4.12446
396,-2.354108,4.274163
396.5,-2.784544,4.087628
397,-2.962587,3.65433
397.5,-3.024992,3.063138
398,-3.216546,2.351157
398.5,-3.773486,1.481702
399,-4.757922,0.412566
399.5,-5.984798,-0.829431
400,-7.126648,-2.145873
400.5,-7.851673,-3.354133
401,-7.956403,-4.259755
401.5,-7.439335,-4.718486
402,-6.485948,-4.660261
402.5,-5.366566,-4.138134
403,-4.25223,-3.242756
403.5,-3.160449,-2.058445
404,-2.068839,-0.657288
404.5,-0.983928,0.89148
405,-0.005962,2.464123
405.5,0.70113,3.894637
406,1.006229,4.983345
406.5,0.908108,5.579375
407,0.560561,5.661341
407.5,0.195384,5.288079
408,-0.025381,4.594736
408.5,-0.06262,3.753363
409,-0.017226,2.871972
409.5,-0.05531,1.972788
410,-0.294199,1.001974
410.5,-0.747021,-0.091578
411,-1.308964,-1.288035
411.5,-1.821428,-2.455486
412,-2.149429,-3.386315
412.5,-2.275699,-3.920575
413,-2.276405,-4.070294
413.5,-2.238364,-4.011739
414,-2.245831,-3.97142
414.5,-2.326595,-4.119721
415,-2.379876,-4.444193
415.5,-2.207514,-4.733896
416,-1.677251,-4.628625
416.5,-0.880894,-3.827945
417,-0.068217,-2.308578
417.5,0.501268,-0.35064
418,0.732071,1.598808
418.5,0.739721,3.148545
419,0.776049,4.131167
419.5,1.050857,4.617223
420,1.585641,4.827026
420.5,2.228323,4.931469
421,2.763004,4.915849
421.5,2.958897,4.614532
422,2.666155,3.823009
422.5,1.945591,2.504555
423,1.042212,0.843876
423.5,0.249094,-0.834212
424,-0.196861,-2.151477
424.5,-0.188689,-2.820466
425,0.256186,-2.694265
425.5,1.002969,-1.833933
426,1.83536,-0.54132
426.5,2.55672,0.760764
427,3.038452,1.643713
427.5,3.194269,1.834043
428,2.978887,1.335585
428.5,2.367844,0.360855
429,1.402857,-0.82734
429.5,0.213837,-2.055264
430,-1.047492,-3.285966
430.5,-2.214311,-4.496222
431,-3.144324,-5.585207
431.5,-3.733481,-6.330566
432,-3.925935,-6.493015
432.5,-3.774176,-6.024972
433,-3.396362,-5.156013
433.5,-2.937982,-4.246452
434,-2.509519,-3.577194
434.5,-2.119062,-3.199004
435,-1.707598,-2.988323
435.5,-1.209168,-2.749132
436,-0.620129,-2.354343
436.5,-0.078494,-1.809942
437,0.227483,-1.237742
437.5,0.195646,-0.79127
438,-0.110948,-0.551012
438.5,-0.470926,-0.471452
439,-0.639342,-0.391766
439.5,-0.421877,-0.071316
440,0.19131,0.694724
440.5,1.016467,1.951687
441,1.813286,3.511519
441.5,2.423668,4.992683
442,2.808182,6.011124
442.5,2.969534,6.36684
443,2.869292,6.079498
443.5,2.479454,5.33663
444,1.818939,4.392744
444.5,0.969164,3.502854
445,0.064946,2.871364
445.5,-0.755026,2.628123
446,-1.372172,2.855162
446.5,-1.691032,3.549469
447,-1.693881,4.600815
447.5,-1.458843,5.806709
448,-1.183375,6.846013
448.5,-1.085548,7.357839
449,-1.275556,7.081615
449.5,-1.715845,5.979907
450,-2.209749,4.329483
450.5,-2.554059,2.603962
451,-2.627234,1.312598
451.5,-2.455779,0.81949
452,-2.211826,1.218578
452.5,-2.08684,2.323991
453,-2.197267,3.753698
453.5,-2.521467,5.084001
454,-2.881427,5.985524
454.5,-3.014757,6.247088
455,-2.714663,5.82626
455.5,-1.958384,4.845985
456,-0.952438,3.51008
456.5,0.035507,2.051408
457,0.813985,0.632748
457.5,1.326066,-0.655249
458,1.666605,-1.665338
458.5,2.013968,-2.203087
459,2.535637,-2.142372
459.5,3.239677,-1.55347
460,3.912965,-0.712109
460.5,4.253925,0.047139
461,3.997164,0.444492
461.5,3.071262,0.360304
462,1.643204,-0.097637
462.5,0.044998,-0.625467
463,-1.392193,-0.866093
463.5,-2.517187,-0.639432
464,-3.411698,-0.019028
464.5,-4.269336,0.749799
465,-5.191339,1.348349
465.5,-6.06868,1.56519
466,-6.672342,1.409276
466.5,-6.854174,1.036009
467,-6.616459,0.653249
467.5,-6.096485,0.447224
468,-5.478005,0.517933
468.5,-4.879935,0.783493
469,-4.331836,0.985624
469.5,-3.774838,0.827879
470,-3.10085,0.173345
470.5,-2.248399,-0.832439
471,-1.278942,-1.850054
471.5,-0.388848,-2.521405
472,0.236817,-2.582452
472.5,0.573287,-1.950017
473,0.800267,-0.740654
473.5,1.203131,0.787063
474,1.933561,2.301081
474.5,2.886246,3.5168
475,3.752174,4.260168
475.5,4.197322,4.464613
476,4.085288,4.191036
476.5,3.505455,3.5907
477,2.659417,2.826137
477.5,1.732037,2.054989
478,0.825161,1.399464
478.5,0.025653,0.985491
479,-0.603826,0.890671
479.5,-1.092856,1.054423
480,-1.525716,1.338606
480.5,-1.988222,1.553388
481,-2.493917,1.535011
481.5,-2.961317,1.255404
482,-3.257662,0.882712
482.5,-3.240145,0.714582
483,-2.82112,0.949268
483.5,-2.024619,1.54422
484,-0.993012,2.270369
484.5,0.046006,2.889627
485,0.908047,3.303351
485.5,1.556292,3.536518
486,2.05598,3.631509
486.5,2.504468,3.618061
487,2.911776,3.516529
487.5,3.240431,3.373511
488,3.528369,3.236785
488.5,3.85027,3.086611
489,4.317417,2.870271
489.5,4.994144,2.544438
490,5.828685,2.087372
490.5,6.646994,1.526089
491,7.184006,0.907577
491.5,7.205022,0.310307
492,6.622175,-0.163591
492.5,5.5637,-0.411207
493,4.363135,-0.342137
493.5,3.310333,0.044303
494,2.506222,0.626318
494.5,1.904946,1.223393
495,1.35674,1.71167
495.5,0.701381,2.095748
496,-0.128544,2.444525
496.5,-1.047013,2.762189
497,-1.823402,2.970936
497.5,-2.215025,2.94336
498,-2.105595,2.566051
498.5,-1.605855,1.81645
499,-1.027169,0.768395
499.5,-0.694878,-0.363412
500,-0.831884,-1.259499
500.5,-1.434286,-1.587421
501,-2.267199,-1.156656
501.5,-3.021501,-0.047504
502,-3.500551,1.420975
502.5,-3.741109,2.849848
503,-3.900821,3.915369
